Type                                  Module                      Label             Process   
trigger::TriggerFilterObjectWithRefs   "hltEle60CaloIdVTTrkIdTDetaFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle60CaloIdVTTrkIdTDphiFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle60CaloIdVTTrkIdTOneOEMinusOneOPFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle80CaloIdVTGsfTrkIdTDEtaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle80CaloIdVTGsfTrkIdTDPhiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle80CaloIdVTPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle85CaloIdVTClusterShapeFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle85CaloIdVTHEFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle85CaloIdVTPixelMatchFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle85CaloIdVTTrkIdTDetaFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle85CaloIdVTTrkIdTDphiFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle85CaloIdVTTrkIdTOneOEMinusOneOPFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLEcalIsoFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLHEFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLHcalIsoFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLCaloIsoVLPixelMatchFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLClusterShapeFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLTrkIdVLCaloIsoVLDetaFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLTrkIdVLCaloIsoVLDphiFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLTrkIdVLCaloIsoVLOneOEMinusOneOPFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdLTrkIdVLCaloIsoVLTrkIsoVLTrackIsolFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTCaloIsoVLEcalIsoFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTCaloIsoVLHEFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTCaloIsoVLHcalIsoFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT400NoPUPFMET50"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT400NoPUPFMET60"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTClusterShapeFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTIsoVLPixelMatchFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTOneOEMinusOneOPDoubleFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTCaloIsoVLDetaFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTCaloIsoVLDphiFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTCaloIsoVLOneOEMinusOneOPFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTCaloIsoVLTrkIsoVLFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTL1EG8DoubleJet20CentralClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTL1EG8DoubleJet20CentralDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTL1EG8DoubleJet20CentralDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTL1EG8DoubleJet20CentralHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTL1EG8DoubleJet20CentralOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdTL1EG8DoubleJet20CentralPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDetaDoubleFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDetaFilterL1DoubleMu5EG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDetaFilterL1DoubleMuOpenEG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDetaFilterL1Mu5DoubleEG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDphiDoubleFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDphiFilterL1DoubleMu5EG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDphiFilterL1DoubleMuOpenEG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLDphiFilterL1Mu5DoubleEG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLEG7ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLEG7DetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLEG7DphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLEG7HEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLEG7OneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLEG7PixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLOneOEMinusOneOPFilterRegionalL1DoubleMu5EG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLOneOEMinusOneOPFilterRegionalL1DoubleMuOpenEG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLOneOEMinusOneOPFilterRegionalL1Mu5DoubleEG5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8CaloIdTTrkIdVLPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle8TightIdLooseIsoTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle90CaloIdVTGsfTrkIdTDEtaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle90CaloIdVTGsfTrkIdTDPhiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle90CaloIdVTPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEleBLifetimeL3PFNoPUFilterSingleTop"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElePFTau20"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElePFTau20Track"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElePFTau20TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElectron15CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET45"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElectron15CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET50"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElectron18CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET50"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElectron18CaloIdTCaloIsoVLTrkIdTTrkIsoVLCleanedPFHT350NoPUPFMET60"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElectron40CaloIdTTrkIdTCleanedPFHT300NoPU"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElectron55CaloIdTTrkIdTCleanedPFHT300NoPU"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElectron60CaloIdTTrkIdTCleanedPFHT300NoPU"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltElectron85CaloIdTTrkIdTCleanedPFHT300NoPU"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltExaJet35L1FastJet"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltExaJet45L1FastJet"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltExaJet50L1FastJet"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltExaJet55L1FastJet"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltExclDiJet35HFAND"       ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltExclDiJet35HFOR"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltExclDiJet80HFAND"       ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltFatDiPFJetMass750DR1p1Deta1p5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltFatDiPFJetMass850DR1p1Deta1p5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltFilterL2EtCutSingleIsoPFTau35Trk20"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHFEMPt20TightFilter"    ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHFEMPt30TightFilter"    ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHFEMPt35TightFilter"    ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHFEMTightFilter"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT200AlphaT0p57"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT250AlphaT0p55"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT250AlphaT0p57"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT285AlphaT0p55"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT290AlphaT0p57"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT300AlphaT0p53"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT300AlphaT0p54"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT340AlphaT0p53"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT340AlphaT0p54"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT350AlphaT0p52"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT350AlphaT0p53"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT380AlphaT0p53"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT385AlphaT0p52"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT400AlphaT0p51"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT400AlphaT0p52"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT440AlphaT0p51"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT445AlphaT0p52"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT450AlphaT0p51"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHT500AlphaT0p51"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHTT150L1MuFiltered0"    ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt100"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt120"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt125"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt150"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt200"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt250"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt250L1FastJet"         ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt300"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt300Mht75"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt350"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt350Mht75"             ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt360"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt400"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt450"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt500"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt550"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt600"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt650"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt750"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt820"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltHt850"                  ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIgnoredL1SingleMuOpenDiMu5Mass8L3Filtered5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIgnoredL1SingleMuOpenDiMu8Mass8L3Filtered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIgnoredL1SingleMuOpenL1DiMuFiltered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIgnoredL1SingleMuOpenL2DiMuFiltered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle13PFTau20"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle13PFTau20Track"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle13PFTau20TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle25PFTau45"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle25PFTau45Track"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle25PFTau45TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle30PFTau45"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle30PFTau45Track"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoEle30PFTau45TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoElePFTau20"          ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoElePFTau20Track"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoElePFTau20TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu172p1CentralBPFNoPUJet30MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu172p1CentralPFNoPUJet30MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu172p1CentralPFNoPUJet45MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu172p1DiCentralPFNoPUJet30MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu172p1DiCentralPFNoPUJet35MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu172p1TriCentralPFNoPUJet25MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu172p1TriCentralPFNoPUJet30MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu18PFJet30PFJet25Deta3PFJetCollectionsVBFFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu18eta2p4CentralPFJet30MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu18eta2p4DiCentralPFJet25MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu18eta2p4PFJet30PFJet25Deta3CentralPFJet25PFJetCollectionsVBFFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu202p1CentralBPFNoPUJet40MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu202p1CentralPFNoPUJet60MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu202p1DiCentralPFNoPUJet40MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu202p1TriCentralPFNoPUJet25MuCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltIsoMu202p1TriCentralPFNoPUJet35MuCleaned"   ""                "HLT"     
